abstract,tokens
"OBJECTIVE: Piperacillin/tazobactam antimicrobial susceptibility testing (AST) against Enterobacterales can be challenging. The aim of this study was to assess the reproducibility of various automated (VITEK 2) and nonautomated AST methods (broth microdilution (BMD), minimum inhibitory concentration (MIC) test strip, and disk diffusion) for piperacillin/tazobactam in 'challenging' E. coli isolates. METHODS: We performed 20 repeated ASTs for seven clinical E. coli isolates: Two resistant to piperacillin/tazobactam but susceptible to amoxicillin/clavulanic acid, four isolates with various beta-lactamase coding genes (two bla(TEM-1), one bla(OXA-1), and one with plasmidal bla(ampC)), and one isolate where VITEK 2 initially could not produce MIC measurements for piperacillin/tazobactam (i.e. no results generated). RESULTS: Upon repetition, the same MIC as the mode value (i.e. the most frequent MIC value of each AST method) was found between 21% and 87% (BMD), 46% and 100% (VITEK 2), and 48% and 100% (gradient test) of the repetitions. The range of essential agreement percentage (i.e. +/-1 doubling dilution from this mode value) was 53-100% (BMD), 63-100% (VITEK 2), and 100% (gradient test). Percent categorical agreement (same susceptible of resistant category using EUCAST breakpoint v. 14.0) was 71-100% (BMD), 85-92% (VITEK 2), 76-100% (gradient test) and 100% (disk diffusion). CONCLUSIONS: In conclusion, this study provides insight on the reliability of AST results for piperacillin/tazobactam in challenging E. coli isolates. While the results indicate that most methods are generally reproducible, certain isolates may present inconsistent MIC results.","piperacillintazobactam, antimicrobial, susceptibility, testing, ast, enterobacterales, challenging, aim, assess, reproducibility, various, automated, vitek, nonautomated, ast, broth, microdilution, bmd, minimum, inhibitory, concentration, mic, test, strip, disk, diffusion, piperacillintazobactam, challenging, e, coli, isolates, performed, repeated, asts, seven, clinical, e, coli, isolates, two, resistant, piperacillintazobactam, susceptible, amoxicillinclavulanic, acid, four, isolates, various, betalactamase, coding, genes, two, blatem, one, blaoxa, one, plasmidal, blaampc, one, isolate, vitek, initially, could, produce, mic, measurements, piperacillintazobactam, ie, generated, upon, repetition, mic, mode, value, ie, frequent, mic, value, ast, method, found, bmd, vitek, gradient, test, repetitions, range, essential, agreement, percentage, ie, doubling, dilution, mode, value, bmd, vitek, gradient, test, percent, categorical, agreement, susceptible, resistant, category, using, eucast, breakpoint, v, bmd, vitek, gradient, test, disk, diffusion, conclusions, provides, insight, reliability, ast, piperacillintazobactam, challenging, e, coli, isolates, indicate, generally, reproducible, certain, isolates, may, present, inconsistent, mic"
"BACKGROUND: Efficacy of eradication regimens in Helicobacter pylori (Hp) infection is commonly reported with proton pump inhibitors (PPIs). In patients with corpus atrophic gastritis, characterized by impaired acid secretion, PPI treatment is questionable. OBJECTIVES: The current study aimed to assess in clinical practice the tolerability and eradication rate of modified eradication regimens without PPI as first-line treatment in patients with histologically Hp-positive corpus atrophic gastritis. DESIGN: Real-life longitudinal observational study. METHODS: Overall, 76 patients (77.6% females, age 58.5 (26-88) years) with histologically Hp-positive corpus atrophic gastritis were consecutively diagnosed (2001-2022). First-line eradication treatment was prescribed without PPIs: concomitant or sequential amoxicillin-based therapy (ABT) until 2016 (n = 30), then single-pill bismuth treatment (SPBT; n = 46). Treatment adherence and adverse events were clinically evaluated and treatment efficacy was assessed by histopathology (updated Sydney system) at 6 +/- 3 months after treatment. RESULTS: Only mild adverse events not requiring medical treatment were observed in four patients treated with SPBT without PPIs (vomiting, self-limiting diarrhoea, nausea, abdominal discomfort) and in two treated with ABT without PPIs (vomiting and abdominal discomfort). Overall, 71/76 (93.4%) corpus atrophic gastritis patients completed the treatment: 43/46 (93.5%) SPBT without PPIs and 28/30 (93.3%) ABT without PPIs. Successful cure of Hp was observed in 64/71 patients: overall eradication rate 90.1%, 95%CI 69.4%-115.1%. 42/43 corpus atrophic gastritis patients treated with SPBT without PPIs were successfully cured against 22/28 of those treated with ABT without PPIs. The eradication rate was higher for SPBT than ABT: 97.7%, 95%CI 70.4%-132.0% vs 78.6%, 95%CI 49.2%-118.9%, p = 0.013. CONCLUSION: In clinical practice, Hp cure can be achieved without PPIs as first-line treatment in about 90% of patients with corpus atrophic gastritis.","efficacy, eradication, regimens, helicobacter, pylori, hp, infection, commonly, reported, proton, pump, inhibitors, ppis, patients, corpus, atrophic, gastritis, characterized, impaired, acid, secretion, ppi, treatment, questionable, objectives, current, aimed, assess, clinical, practice, tolerability, eradication, rate, modified, eradication, regimens, without, ppi, firstline, treatment, patients, histologically, hppositive, corpus, atrophic, gastritis, design, reallife, longitudinal, observational, overall, patients, females, age, years, histologically, hppositive, corpus, atrophic, gastritis, consecutively, diagnosed, firstline, eradication, treatment, prescribed, without, ppis, concomitant, sequential, amoxicillinbased, therapy, abt, n, singlepill, bismuth, treatment, spbt, n, treatment, adherence, adverse, events, clinically, evaluated, treatment, efficacy, assessed, histopathology, updated, sydney, system, months, treatment, mild, adverse, events, requiring, medical, treatment, observed, four, patients, treated, spbt, without, ppis, vomiting, selflimiting, diarrhoea, nausea, abdominal, discomfort, two, treated, abt, without, ppis, vomiting, abdominal, discomfort, overall, corpus, atrophic, gastritis, patients, completed, treatment, spbt, without, ppis, abt, without, ppis, successful, cure, hp, observed, patients, overall, eradication, rate, ci, corpus, atrophic, gastritis, patients, treated, spbt, without, ppis, successfully, cured, treated, abt, without, ppis, eradication, rate, higher, spbt, abt, ci, vs, ci, clinical, practice, hp, cure, achieved, without, ppis, firstline, treatment, patients, corpus, atrophic, gastritis"
"The emergence of antibiotic-resistant microorganisms has made antimicrobial resistance a global issue, and milk is a potential source for the propagation of resistant bacteria causing zoonotic diseases. Subclinical mastitis (SCM) cases, often overlooked and mixed with normal milk in dairy farms, frequently involve E. coli, which can spread through contaminated milk. We conducted this study to determine the prevalence of virulence genes, antibiotic resistance genes (ARGs), antimicrobial susceptibility, and the genetic relatedness of multidrug-resistant (MDR) Shiga toxin-producing E. coli (STEC) isolated from SCM milk. SCM-positive bovine milk was subjected to E. coli detection using cultural, biochemical, and molecular methods. Further, we detected STEC virulence genes including stx1, stx2, and eaeA. STEC isolates were tested for ARGs including blaSHV, CITM, tetA, and aac(3)-IV, and underwent antimicrobial susceptibility tests. Moreover, we performed a phylogenetic analysis of the stx1 gene of MDR-STEC. SCM was detected in 47.2% of milk samples of which 50.54% were E. coli positive. About 17.20% of E. coli isolates contained STEC virulence genes, and stx2 was the most prevalent. Moreover, all STEC isolates harbored at least one of the ARGs, while about 43.75% of the isolates carried multiple ARGs. Additionally, all the STEC isolates showed multidrug resistance, and were found to be fully resistant against amoxicillin, followed by ampicillin (87.50%) and gentamycin (75%); and were mostly sensitive to aztreonam (81.25%) and meropenem (68.75%). In phylogeny analysis, the stx1 gene of isolated MDR-STEC showed close relatedness with disease-causing non-O157 and O157 strains of different sources including cattle, humans, and food.","emergence, antibioticresistant, microorganisms, made, antimicrobial, resistance, global, issue, milk, potential, source, propagation, resistant, bacteria, causing, zoonotic, diseases, subclinical, mastitis, scm, cases, often, overlooked, mixed, normal, milk, dairy, farms, frequently, involve, e, coli, spread, contaminated, milk, conducted, determine, prevalence, virulence, genes, antibiotic, resistance, genes, args, antimicrobial, susceptibility, genetic, relatedness, multidrugresistant, mdr, shiga, toxinproducing, e, coli, stec, isolated, scm, milk, scmpositive, bovine, milk, subjected, e, coli, detection, using, cultural, biochemical, molecular, detected, stec, virulence, genes, including, stx, stx, eaea, stec, isolates, tested, args, including, blashv, citm, teta, aaciv, underwent, antimicrobial, susceptibility, tests, moreover, performed, phylogenetic, analysis, stx, gene, mdrstec, scm, detected, milk, samples, e, coli, positive, e, coli, isolates, contained, stec, virulence, genes, stx, prevalent, moreover, stec, isolates, harbored, least, one, args, isolates, carried, multiple, args, additionally, stec, isolates, showed, multidrug, resistance, found, fully, resistant, amoxicillin, followed, ampicillin, gentamycin, mostly, sensitive, aztreonam, meropenem, phylogeny, analysis, stx, gene, isolated, mdrstec, showed, close, relatedness, diseasecausing, nono, strains, different, sources, including, cattle, humans, food"
"Subclinical mastitis (SCM), a silent threat in the dairy sector of Bangladesh poses a significant economic impact and serves as a potential source of infection for healthy cows, hindering efforts to achieve milk self-sufficiency. Despite the importance of this issue, limited research has been conducted on mastitis in Sylhet region of Bangladesh. This study aimed to investigate the molecular prevalence, antimicrobial susceptibility profile and resistant genes detection on pathogens (Staphylococcus aureus, Escherichia coli, and Klebsiella pneumoniae) causing SCM. In a cross-sectional study utilizing convenience sampling, 325 milk samples were collected from apparently healthy dairy cows. Initially, SCM was detected using the modified Whiteside test (MWST) method. Suspected positive samples were then subjected to bacteriological culture and standard biochemical assays, followed by molecular identification through polymerase chain reaction (PCR). Finally, antimicrobial susceptibility testing was conducted on all PCR-positive samples using the Kirby-Bauer disk diffusion method on Mueller-Hinton agar. In the Sylhet district, the prevalence of SCM was 64.92 % (211 out of 325) at the individual animal level and 82.69 % (43 out of 52) at the herd level. Among the SCM-positive animals, S . aureus was found in 31.75 % (67 out of 211) of cases, E . coli in 81.99 % (173 out of 211), and K . pneumoniae in 66.82 % (141 out of 211). K . pneumoniae had the highest prevalence at 60 % in Zakiganj, S . aureus at 45 % in Zakiganj, and E . coli at 72 % in Bishwanath Upazila. Extended spectrum beta lactamase (ESBL) genes bla (TEM) , bla (OXA), bla (CTX-M1,) bla (CTX-M2,) MultiCase (DHA) were identified. Additionally, antibiotic resistance genes tet(A), AAC (3)-iv, and Sul1 were also detected. The pathogens exhibited resistance to Penicillins (ampicillin, amoxicillin), Cephems (cefuroxime, ceftazidime), and Tetracyclines (tetracycline). However, all three bacteria were highly sensitive to meropenem, amikacin, gentamicin, ciprofloxacin, and sulfamethoxazole-trimethoprim. These findings highlight the critical need for targeted antimicrobial stewardship and effective control measures to mitigate the impact of SCM on dairy production and animal health in the Sylhet region of Bangladesh.","subclinical, mastitis, scm, silent, threat, dairy, sector, bangladesh, poses, significant, economic, impact, serves, potential, source, infection, healthy, cows, hindering, efforts, achieve, milk, selfsufficiency, despite, importance, issue, limited, research, conducted, mastitis, sylhet, region, bangladesh, aimed, investigate, molecular, prevalence, antimicrobial, susceptibility, profile, resistant, genes, detection, pathogens, staphylococcus, aureus, escherichia, coli, klebsiella, pneumoniae, causing, scm, crosssectional, utilizing, convenience, sampling, milk, samples, collected, apparently, healthy, dairy, cows, initially, scm, detected, using, modified, whiteside, test, mwst, method, suspected, positive, samples, subjected, bacteriological, culture, standard, biochemical, assays, followed, molecular, identification, polymerase, chain, reaction, pcr, finally, antimicrobial, susceptibility, testing, conducted, pcrpositive, samples, using, kirbybauer, disk, diffusion, method, muellerhinton, agar, sylhet, district, prevalence, scm, individual, animal, level, herd, level, among, scmpositive, animals, aureus, found, cases, e, coli, k, pneumoniae, k, pneumoniae, highest, prevalence, zakiganj, aureus, zakiganj, e, coli, bishwanath, upazila, extended, spectrum, beta, lactamase, esbl, genes, bla, tem, bla, oxa, bla, ctxm, bla, ctxm, multicase, dha, identified, additionally, antibiotic, resistance, genes, teta, aac, iv, sul, also, detected, pathogens, exhibited, resistance, penicillins, ampicillin, amoxicillin, cephems, cefuroxime, ceftazidime, tetracyclines, tetracycline, however, three, bacteria, highly, sensitive, meropenem, amikacin, gentamicin, ciprofloxacin, sulfamethoxazoletrimethoprim, findings, highlight, critical, need, targeted, antimicrobial, stewardship, effective, control, measures, mitigate, impact, scm, dairy, production, animal, health, sylhet, region, bangladesh"
"BACKGROUND: Childhood remains a vulnerable period and a key determiner for adult health. Various illnesses experienced by children in their early years determine future performance and contribution to society. Acute and chronic infectious diseases, undernutrition, and early childhood non-communicable diseases have greatly been linked to intellectual disability, poor childhood development, increased morbidity, and household and healthcare economic costs. In most developing countries, infections contribute to a larger burden of disease. Despite this being the case, most developing countries have a limited range of diagnostic capacity and access to a wide range spectrum of WHO Access, Watch and Reserve antibiotics. This leads to overuse and misuse of the available antibiotics and a wide range spread of resistance strains. In this study, we evaluated common childhood presentations and indications for antibiotic prescriptions at a community hospital in Malawi. OBJECTIVE: This study analyzed common childhood Clinical Presentations and antibiotic prescription patterns at the pediatric outpatient department (OPD) at St. Gabriel Community Mission Hospital in Malawi. METHODS: A retrospective search of all outpatient routinely corrected data from St. Gabriel Community Mission Hospital between January to December 2022 was carried out. Manual screening was done on all appropriate routines under 14 medical records, and prespecified variables were extracted. Data collected consisted of total OPD patient number, age, sex, diagnosis and prescription. RESULTS: A total of 2711 children under 15 years of age were included, with 53.9% being males. The majority of them were below the age of 5 (59.5%). 30% of the cases seen in the department were attributable to respiratory presentation, representing the majority of the cases seen. Sepsis and enteric diseases also constituted the majority of the cases seen and contributed 18% and 7% respectively. 68% per cent of the children seen during the period of the study had an antibiotic prescription, with the majority having only one antibiotic prescribed (31.7%). Overall, amoxicillin constituted the most commonly prescribed antibiotic for the whole system, while metronidazole was the most commonly prescribed antibiotic among enteric illnesses. Being under five was associated with a higher likelihood of antibiotic prescription (p <0.001). There were no significant differences in antibiotic prescription by gender and prescribing quarter of the year. CONCLUSION: Our findings suggest that there could be overuse and misuse of antibiotics within community hospitals. Overuse and misuse of antibiotics at the community level is closely linked to limited cytobacteriological testing, and limited access to all categories of antibiotics. Amid limited resources, more research is needed to understand the barriers and facilitators toward appropriate and inappropriate antibiotic prescriptions among primary healthcare workers. Furthermore, more training is needed on the use of validated antimicrobial treatment guidelines and point-of-care rapid diagnostic tests to improve rational antibiotic use.","childhood, remains, vulnerable, period, key, determiner, adult, health, various, illnesses, experienced, children, early, years, determine, future, performance, contribution, society, acute, chronic, infectious, diseases, undernutrition, early, childhood, noncommunicable, diseases, greatly, linked, intellectual, disability, poor, childhood, development, increased, morbidity, household, healthcare, economic, costs, developing, countries, infections, contribute, larger, burden, disease, despite, case, developing, countries, limited, range, diagnostic, capacity, access, wide, range, spectrum, access, watch, reserve, antibiotics, leads, overuse, misuse, available, antibiotics, wide, range, spread, resistance, strains, evaluated, common, childhood, presentations, indications, antibiotic, prescriptions, community, hospital, malawi, analyzed, common, childhood, clinical, presentations, antibiotic, prescription, patterns, pediatric, outpatient, department, opd, st, gabriel, community, mission, hospital, malawi, retrospective, search, outpatient, routinely, corrected, data, st, gabriel, community, mission, hospital, january, december, carried, manual, screening, done, appropriate, routines, medical, records, prespecified, variables, extracted, data, collected, consisted, total, opd, patient, number, age, sex, diagnosis, prescription, total, children, years, age, included, males, majority, age, cases, seen, department, attributable, respiratory, presentation, representing, majority, cases, seen, sepsis, enteric, diseases, also, constituted, majority, cases, seen, contributed, respectively, per, cent, children, seen, period, antibiotic, prescription, majority, one, antibiotic, prescribed, overall, amoxicillin, constituted, commonly, prescribed, antibiotic, whole, system, metronidazole, commonly, prescribed, antibiotic, among, enteric, illnesses, five, associated, higher, likelihood, antibiotic, prescription, significant, differences, antibiotic, prescription, gender, prescribing, quarter, year, findings, suggest, could, overuse, misuse, antibiotics, within, community, hospitals, overuse, misuse, antibiotics, community, level, closely, linked, limited, cytobacteriological, testing, limited, access, categories, antibiotics, amid, limited, resources, research, needed, understand, barriers, facilitators, toward, appropriate, inappropriate, antibiotic, prescriptions, among, primary, healthcare, workers, furthermore, training, needed, use, validated, antimicrobial, treatment, guidelines, pointofcare, rapid, diagnostic, tests, improve, rational, antibiotic, use"
"INTRODUCTION: The intensification of tilapia production has increased animal density in tanks, leading to more frequent exposure to pathogenic agents and compromising the quality of fish products. Antimicrobial resistance is a global concern that affects human treatment, and sentinel microorganisms like Escherichia coli are crucial for monitoring production chains, especially in aquaculture, where research is still limited. The aim of this study was to identify the presence of E. coli and investigate its antimicrobial resistance profiles throughout the entire tilapia production chain. METHODS: A total of 240 samples were collected from various points in the production process: carcasses before scaling (Ca), scaling wastewater (Sw), filleting wastewater (Fw), fillet washing wastewater (Tw), fillet handling surfaces (Su), and pre-packaged fillets (Pf). The samples were collected during 10 visits, each corresponding to animals from different farms. E. coli isolates were identified using MacConkey agar and biochemical tests. Phenotypic resistance profiles were determined using nine classes of antimicrobials. Extended- spectrum b-lactamase (ESBL) production was identified with ceftazidime and cefotaxime and confirmed by a double-disc synergy test. Isolates were classified as sensitive or resistant based on the inhibition zone. Multidrug-resistant (MDR) was defined as resistance to at least one agent in three or more antimicrobial categories, while extensively drug-resistant (XDR) was defined as resistance to at least one agent in all but two or fewer categories. RESULTS: Overall, 50.8% of the samples (122/240) tested positive for E. coli, with 403 isolates identified. Of these, 33% (133/403) were resistant to at least two antimicrobials, and 20% (48/240) of the samples had MDR isolates, with the highest frequency found at the filleting point (Fw), which also had the only XDR profile. Resistance was most commonly observed against amoxicillin (35.73%), tetracycline (30.77%), and ciprofloxacin (26.30%). DISCUSSION: These findings emphasize the importance of E. coli as an indicator of antimicrobial resistance throughout tilapia processing and highlight the need for good production practices and qualified technical support to mitigate risks to public health, animal health, and the environment.","intensification, tilapia, production, increased, animal, density, tanks, leading, frequent, exposure, pathogenic, agents, compromising, quality, fish, products, antimicrobial, resistance, global, concern, affects, human, treatment, sentinel, microorganisms, like, escherichia, coli, crucial, monitoring, production, chains, especially, aquaculture, research, still, limited, aim, identify, presence, e, coli, investigate, antimicrobial, resistance, profiles, throughout, entire, tilapia, production, chain, total, samples, collected, various, points, production, process, carcasses, scaling, ca, scaling, wastewater, sw, filleting, wastewater, fw, fillet, washing, wastewater, tw, fillet, handling, surfaces, su, prepackaged, fillets, pf, samples, collected, visits, corresponding, animals, different, farms, e, coli, isolates, identified, using, macconkey, agar, biochemical, tests, phenotypic, resistance, profiles, determined, using, nine, classes, antimicrobials, extended, spectrum, blactamase, esbl, production, identified, ceftazidime, cefotaxime, confirmed, doubledisc, synergy, test, isolates, classified, sensitive, resistant, based, inhibition, zone, multidrugresistant, mdr, defined, resistance, least, one, agent, three, antimicrobial, categories, extensively, drugresistant, xdr, defined, resistance, least, one, agent, two, fewer, categories, overall, samples, tested, positive, e, coli, isolates, identified, resistant, least, two, antimicrobials, samples, mdr, isolates, highest, frequency, found, filleting, point, fw, also, xdr, profile, resistance, commonly, observed, amoxicillin, tetracycline, ciprofloxacin, discussion, findings, emphasize, importance, e, coli, indicator, antimicrobial, resistance, throughout, tilapia, processing, highlight, need, good, production, practices, qualified, technical, support, mitigate, risks, public, health, animal, health, environment"
"Streptococcus pyogenes remains one of the top ten causes of mortality from infectious diseases. Children in low-income nations have high carrier rates of Streptococcus pyogenes, which can serve as a source of infections, including simple superficial infections that may lead to invasive and post-streptococcal diseases, particularly among schoolchildren. This study aimed to assess the prevalence of Streptococcus pyogenes, associated factors, and antimicrobial susceptibility profiles among urban and rural public schoolchildren in Gondar City, Northwest Ethiopia. A school-based comparative cross-sectional study was conducted via a multistage sampling technique among elementary schoolchildren from April to June 2022 in Gondar City. Sociodemographic and clinical data were collected via a pretested structured questionnaire. Standard microbiological methods were used to collect and process throat swabs to isolate Streptococcus pyogenes. An antimicrobial susceptibility test was performed via the disk diffusion method. Epi-Info version 7.2.5 was used to enter the data, which were then exported to SPSS version 25 for analysis. Logistic regression analysis was used to determine the strength of associations between variables, and p < 0.05 was considered statistically significant. The overall prevalence of Streptococcus pyogenes in 438 children was 11.2% (n = 49), with 71.43% (35/49) being urban and 28.57% (14/49) being rural. Low-income parents, hospital admission history, and cigarette smoking in the home were found to be substantially linked with Streptococcus pyogenes carriage among students (p < 0.05). All the Streptococcus pyogenes isolates were susceptible (100%) to penicillin and cefotaxime, but 18.8% and 12.25% of the isolates were resistant to amoxicillin and tetracycline, respectively. The prevalence of Streptococcus pyogenes throat carriage among was intermediate. All the isolates were sensitive to penicillin and cefotaxime, but 18.8% and 12.25% of the isolates were resistant to amoxicillin and tetracycline, respectively. Thus, regular screening and surveillance of Streptococcus pyogenes among schoolchildren should be conducted to minimize carriage or infections and maintain the rational use of antimicrobials. Health education about cigarette smoking in the house also needs to be provided to and the community.","streptococcus, pyogenes, remains, one, top, ten, causes, mortality, infectious, diseases, children, lowincome, nations, high, carrier, rates, streptococcus, pyogenes, serve, source, infections, including, simple, superficial, infections, may, lead, invasive, poststreptococcal, diseases, particularly, among, schoolchildren, aimed, assess, prevalence, streptococcus, pyogenes, associated, factors, antimicrobial, susceptibility, profiles, among, urban, rural, public, schoolchildren, gondar, city, northwest, ethiopia, schoolbased, comparative, crosssectional, conducted, via, multistage, sampling, technique, among, elementary, schoolchildren, april, june, gondar, city, sociodemographic, clinical, data, collected, via, pretested, structured, questionnaire, standard, microbiological, used, collect, process, throat, swabs, isolate, streptococcus, pyogenes, antimicrobial, susceptibility, test, performed, via, disk, diffusion, method, epiinfo, version, used, enter, data, exported, spss, version, analysis, logistic, regression, analysis, used, determine, strength, associations, variables, considered, statistically, significant, overall, prevalence, streptococcus, pyogenes, children, n, urban, rural, lowincome, parents, hospital, admission, history, cigarette, smoking, home, found, substantially, linked, streptococcus, pyogenes, carriage, among, students, streptococcus, pyogenes, isolates, susceptible, penicillin, cefotaxime, isolates, resistant, amoxicillin, tetracycline, respectively, prevalence, streptococcus, pyogenes, throat, carriage, among, intermediate, isolates, sensitive, penicillin, cefotaxime, isolates, resistant, amoxicillin, tetracycline, respectively, thus, regular, screening, surveillance, streptococcus, pyogenes, among, schoolchildren, conducted, minimize, carriage, infections, maintain, rational, use, antimicrobials, health, education, cigarette, smoking, house, also, needs, provided, community"
"BACKGROUND: Penicillin allergy is reported in 5% to 15% of the world population, with 3% to 10% of pregnant women reporting the same. However, more than 90% of these patients can tolerate penicillin after appropriate evaluation. Penicillin is indicated for various issues that arise in pregnancy, and a history of allergy can have negative individual and public health consequences. OBJECTIVE: Our aim was to prospectively evaluate the feasibility, safety, and select obstetric outcomes of obstetric penicillin allergy evaluations arranged through a direct referral phone line from obstetric practices to an employed allergy/immunology practice. METHODS: Patients were referred via direct phone line for evaluation during their antenatal visits between May 2019 and May 2022. Patients underwent skin prick testing, and those with a negative penicillin skin testing (PST) result were subjected to amoxicillin challenge. In select cases of patients with a low-risk history, direct oral challenge was performed. Data were analyzed using descriptive statistics. RESULTS: Of the 324 patients referred between May 2019 and May 2022, a total of 251 (77.5%) presented for in-office evaluations. Of those 251 patients, 239 (95.2%) underwent PST followed by oral challenge if the PST result was negative; 12 patients (4.8%) underwent direct challenge without skin testing, and all of them passed the challenge. Of the patients undergoing PST, 230 (97.2%) had a negative result and 229 tolerated subsequent oral amoxicillin doses, with 1 patient experiencing a delayed reaction to the amoxicillin. The group of patients who presented for evaluation included more people living in ZIP codes described as being of high socioeconomic status than in the no-show group (73.7% vs 63.3%). CONCLUSION: To our knowledge, ours is the largest study to date to demonstrate the safety and feasibility of a phone line for obstetric penicillin allergy referrals. We demonstrate a better show rate than previous analyses, with most of the patients presenting for evaluation being successfully delabeled.","penicillin, allergy, reported, world, population, pregnant, women, reporting, however, patients, tolerate, penicillin, appropriate, evaluation, penicillin, indicated, various, issues, arise, pregnancy, history, allergy, negative, individual, public, health, consequences, aim, prospectively, evaluate, feasibility, safety, select, obstetric, outcomes, obstetric, penicillin, allergy, evaluations, arranged, direct, referral, phone, line, obstetric, practices, employed, allergyimmunology, practice, patients, referred, via, direct, phone, line, evaluation, antenatal, visits, may, may, patients, underwent, skin, prick, testing, negative, penicillin, skin, testing, pst, subjected, amoxicillin, challenge, select, cases, patients, lowrisk, history, direct, oral, challenge, performed, data, analyzed, using, descriptive, statistics, patients, referred, may, may, total, presented, inoffice, evaluations, patients, underwent, pst, followed, oral, challenge, pst, negative, patients, underwent, direct, challenge, without, skin, testing, passed, challenge, patients, undergoing, pst, negative, tolerated, subsequent, oral, amoxicillin, doses, patient, experiencing, delayed, reaction, amoxicillin, group, patients, presented, evaluation, included, people, living, zip, codes, described, high, socioeconomic, status, noshow, group, vs, knowledge, largest, date, demonstrate, safety, feasibility, phone, line, obstetric, penicillin, allergy, referrals, demonstrate, better, show, rate, previous, analyses, patients, presenting, evaluation, successfully, delabeled"
"To effectively address the contamination caused by antibiotic misuse, this study was conducted to enhance the removal of amoxicillin (AMX) and penicillin sodium (PEN) by incorporating black soldier fly larvae (BSFL). The results showed that BSFL increased the degradation rates of AMX and PEN to 71.00 % and 80.89 %, respectively, and shortened their half-lives to 238 h and 160 h. Proteobacteria (26.2 %-82.0 %), Firmicutes (13.3 %-54.0 %), Acinobacteriota (2.1 %-23.4 %), and Bacteroidota (1.3 %-10.1 %) were the intestinal dominant microorganisms during transformation. Five bacteria with beta-lactam antibiotic resistance in the BSFL gut were isolated, among which Morganella morganii demonstrated strong antibiotic tolerance and high removal rates of AMX and PEN in both in vitro and in vivo experiments, ranging from 58.99 % to 95.87 %. BSFL intestinal bacteria disrupted the quaternary pharmacophore of AMX and PEN, breaking them down into at least seven and five metabolites, respectively.","effectively, address, contamination, caused, antibiotic, misuse, conducted, enhance, removal, amoxicillin, amx, penicillin, sodium, pen, incorporating, black, soldier, fly, larvae, bsfl, showed, bsfl, increased, degradation, rates, amx, pen, respectively, shortened, halflives, h, h, proteobacteria, firmicutes, acinobacteriota, bacteroidota, intestinal, dominant, microorganisms, transformation, five, bacteria, betalactam, antibiotic, resistance, bsfl, gut, isolated, among, morganella, morganii, demonstrated, strong, antibiotic, tolerance, high, removal, rates, amx, pen, vitro, vivo, experiments, ranging, bsfl, intestinal, bacteria, disrupted, quaternary, pharmacophore, amx, pen, breaking, least, seven, five, metabolites, respectively"
"INTRODUCTION: Staphylococcus aureus is a gram-positive, facultatively anaerobic coccus capable of causing infectious diseases in animals and humans. Especially dangerous are multidrug-resistant forms with poor or even no response to available treatments. OBJECTIVES: The study aimed to verify the effect of enzybiotics on the healing of S. aureus-infected skin wounds in an experimental pig model. METHODOLOGY: Two pigs were included in the experiment and wounds (10/pig) of 5 x 5 cm in size with 2 cm spacing were made by incision on their backs. The wounds were infected with a methicillin (oxacillin) and amoxicillin-resistant strain of S. aureus (MRSA). The experimental groups consisted of individual wounds that were infected with one sequence type of S. aureus at a concentration of 2 x 109 CFU/mL. Two wounds were left untreated (N), four wounds were using hydrogel with added lysostaphin, and four wounds were treated using hydrogel with added lysostaphin and endolysin. Subsequently, samples were taken from each wound on days 4, 7, 11, and 14. The material was processed using a standard histological technique of paraffin blocks and the sections were stained with hematoxylineosin. RESULTS: The results show that these defects present a full spectrum of reparative changes with re-epithelialization with alternating sections of necrosis and newly formed granulation tissue with an accompanying round cell inflammatory infiltrate in edematous tissue and surface scabs. On the surface of the wounds and also in smaller groups in the newly formed granulation tissue, coccoid formations corresponding to S. aureus are visible. Compared to untreated wounds, hydrogel dressings with added lysostaphin or lysostaphin and endolysin trapped greater numbers of S. aureus cocci colonies, which subsequently died off to a large extent. CONCLUSION: Enzybiotics may have interesting potential in the topical therapy of MRSA-infected skin wounds.","staphylococcus, aureus, grampositive, facultatively, anaerobic, coccus, capable, causing, infectious, diseases, animals, humans, especially, dangerous, multidrugresistant, forms, poor, even, response, available, treatments, objectives, aimed, verify, effect, enzybiotics, healing, aureusinfected, skin, wounds, experimental, pig, model, methodology, two, pigs, included, experiment, wounds, pig, x, cm, size, cm, spacing, made, incision, backs, wounds, infected, methicillin, oxacillin, amoxicillinresistant, strain, aureus, mrsa, experimental, groups, consisted, individual, wounds, infected, one, sequence, type, aureus, concentration, x, cfuml, two, wounds, left, untreated, n, four, wounds, using, hydrogel, added, lysostaphin, four, wounds, treated, using, hydrogel, added, lysostaphin, endolysin, subsequently, samples, taken, wound, days, material, processed, using, standard, histological, technique, paraffin, blocks, sections, stained, hematoxylineosin, show, defects, present, full, spectrum, reparative, changes, reepithelialization, alternating, sections, necrosis, newly, formed, granulation, tissue, accompanying, round, cell, inflammatory, infiltrate, edematous, tissue, surface, scabs, surface, wounds, also, smaller, groups, newly, formed, granulation, tissue, coccoid, formations, corresponding, aureus, visible, compared, untreated, wounds, hydrogel, dressings, added, lysostaphin, lysostaphin, endolysin, trapped, greater, numbers, aureus, cocci, colonies, subsequently, died, large, extent, enzybiotics, may, interesting, potential, topical, therapy, mrsainfected, skin, wounds"
