PMID,year,abstract,entidades
39798106,2024,"BACKGROUND AND AIM: This study aims to evaluate the efficacy of different endodontic irrigants employed in the lesion sterilization and tissue repair (LSTR) technique. METHODS: Forty children aged 4-8 years having at least one primary molar with irreversible pulpitis/pulpal necrosis indicated for pulpectomy were included. Participants were randomly divided into three test groups (Group A, B, and C) and one control group (Group D). After caries excavation using a spoon excavator, superficial pulp was removed under topical anesthesia in all groups. Following this, pulpal floor was irrigated using different endodontic irrigants in each group: Group A - 20% propolis, Group B - 2% sodium hypochlorite, Group C - 2% chlorhexidine gluconate, and Group D (control) - saline. Alternate 3-Mix (triple antibiotic paste containing metronidazole, ciprofloxacin, and amoxicillin) was then placed over the pulpal floor and the teeth were restored with glass ionomer cement followed by stainless steel crown. Patients were recalled at follow-up periods up to 18 months for clinical and radiographic evaluation. Repeated-measures ANOVA test, Chi-square test, and independent t-test were used for statistical analysis. RESULTS: Clinical success was achieved in all treated teeth, with the results showing statistical significance (P < 0.05). In addition, Group C showed best clinical results. Statistically significant results (P < 0.05) were obtained in reduction in size of furcation radiolucency, with Group B showing the best results compared to other groups. Statistically significant results (P < 0.05) were obtained in terms of rate of root resorption in all teeth, with Group C showing least resorption compared to other groups. CONCLUSIONS: The use of endodontic irrigant before the placement of alternate 3-Mix is an effective step for the improved success of LSTR technique in primary teeth, with chlorhexidine showing the best success rate.","[('necrosis', 'DISEASE'), ('caries', 'DISEASE'), ('propolis', 'CHEMICAL'), ('sodium hypochlorite', 'CHEMICAL'), ('chlorhexidine gluconate', 'CHEMICAL'), ('metronidazole', 'CHEMICAL'), ('ciprofloxacin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('LSTR', 'CHEMICAL'), ('chlorhexidine', 'CHEMICAL')]"
39797494,2025,"BACKGROUND: Fulminant type 1 diabetes mellitus (FT1DM) is a severe subtype of type 1 diabetes characterized by rapid onset, metabolic disturbances, and irreversible insulin secretion failure. Recent studies have suggested associations between FT1DM and certain medications, warranting further investigation. OBJECTIVES: This study aims to identify drugs associated with an increased risk of FT1DM using the FDA Adverse Event Reporting System (FAERS) database, evaluate reporting patterns, and provide actionable insights to reduce FT1DM occurrence and improve medication safety. METHODS: A retrospective analysis of FAERS data from 2013 to 2023 was conducted. Drug names were standardized using text mining tools, and safety signals were evaluated using reporting odds ratio (ROR), proportional reporting ratio (PRR), Bayesian Confidence Propagation Neural Network (BCPNN), and Multi-item Gamma Poisson Shrinker (MGPS). RESULTS: A total of 706 FT1DM cases were identified, predominantly in older individuals and males. Nineteen drugs were implicated, including immune checkpoint inhibitors (nivolumab, ipilimumab, pembrolizumab, avelumab, durvalumab, atezolizumab), lenvatinib, eribulin, psychiatric drugs (atomoxetine, carbamazepine, lamotrigine), anti-infectives (sulfamethoxazole, trimethoprim, amoxicillin), and metabolic modulators (dapagliflozin, sitagliptin, hydrochlorothiazide, allopurinol). CONCLUSION: This study highlights drugs potentially triggering FT1DM and emphasizes the need for pharmacovigilance and glucose monitoring in patients treated with these medications.","[('diabetes mellitus', 'DISEASE'), ('FT1DM', 'DISEASE'), ('diabetes', 'DISEASE'), ('FT1DM', 'DISEASE'), ('FT1DM', 'DISEASE'), ('FT1DM', 'DISEASE'), ('FT1DM', 'DISEASE'), ('lenvatinib', 'CHEMICAL'), ('eribulin', 'CHEMICAL'), ('psychiatric', 'DISEASE'), ('atomoxetine', 'CHEMICAL'), ('carbamazepine', 'CHEMICAL'), ('lamotrigine', 'CHEMICAL'), ('sulfamethoxazole', 'CHEMICAL'), ('trimethoprim', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('dapagliflozin', 'CHEMICAL'), ('sitagliptin', 'CHEMICAL'), ('hydrochlorothiazide', 'CHEMICAL'), ('allopurinol', 'CHEMICAL'), ('FT1DM', 'DISEASE'), ('glucose', 'CHEMICAL')]"
39795560,2024,"Background: Diabetic foot sepsis (DFS) is the leading cause of lower extremity amputations and timely initiation of effective antimicrobial therapy is paramount during its management. This study investigated causative microorganisms and their antimicrobial susceptibility profile in patients with DFS. Materials and Methods: A retrospective review was conducted on patients who were 18-years and older admitted with DFS. Data collected included demographic information, comorbidities, clinical findings, types of specimens collected and results of microscopy, culture, and sensitivity (MC&S), treatment, and outcomes. Results: One hundred and sixty-eight records were found, of which 64.3% were of male patients. The median (IQR) age of males was 58 years (IQR 54-65) compared to 61 years (IQR 54-67) for females. Results of MC&S were available in 63.1% of the records, and E. faecalis was cultured in 16%, P. mirabilis in 10%, and S. aureus in 8% of cases. Amoxicillin/Clavulanic acid was prescribed in 69% of the cases. Resistance to at least one antimicrobial was shown in 88% of S. aureus and 80% of P. mirabilis species. Conclusions: The commonly cultured organisms in patients with DFS were E. faecalis 16%, P. mirabilis 10%, and S. aureus. Amoxicillin/Clavulanic was prescribed empirically in 69% of the cases despite high rates of resistance, and in 37% treatment was not preceded by collection of specimens for MC&S. We therefore recommend collection of specimens for MC&S before initiation of antimicrobial therapy in all patients with DFS.","[('Diabetic foot sepsis', 'DISEASE'), ('lower extremity amputations', 'DISEASE'), ('mirabilis', 'DISEASE'), ('S. aureus', 'DISEASE')]"
39795411,2024,"Methyl gallate (MG), a natural phenolic compound, exhibits in vitro synergistic activity with amoxicillin (Amox) against methicillin-resistant Staphylococcus aureus (MRSA), a global health concern. This study developed electrospun nanofibers incorporating MG and Amox into a poly(vinyl alcohol) (PVA)/chitosan (CS) blend to target both methicillin-susceptible S. aureus (MSSA) and MRSA. The formulation was optimized, and the impact of acetic acid on antibacterial activity was evaluated using agar disc diffusion. The final formulation was fabricated and characterized using SEM, FTIR, DSC, swelling, and release behavior analyses to understand its antibacterial efficacy. Results revealed that acetic acid eliminated antibacterial activity, but MG (64 mg/mL) and Amox (2.5 mg/mL) were successfully incorporated into a PVA/CS solution prepared with deionized water. The resulting nanofiber mats featured nanoscale fibers (126 +/- 45 nm) with and micron-oval beads. Despite the in vitro synergism, the MG/Amox/PVA/CS mats showed no significant improvement over MG or Amox alone against MRSA, likely due to their physicochemical properties. FTIR and DSC results confirmed molecular interactions between the active compounds and the polymer matrix, which may cause a minimal swelling and low drug release at 24 h. This study offers insights into the potential of MG/Amox-loaded nanofibers for anti-MRSA material development.","[('Methyl gallate', 'CHEMICAL'), ('phenolic compound', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('Amox', 'CHEMICAL'), ('methicillin-resistant Staphylococcus aureus', 'DISEASE'), ('Amox', 'CHEMICAL'), ('alcohol', 'CHEMICAL'), ('MSSA', 'DISEASE'), ('acetic acid', 'CHEMICAL'), ('swelling', 'DISEASE'), ('acetic acid', 'CHEMICAL'), ('Amox', 'CHEMICAL'), ('Amox', 'CHEMICAL'), ('swelling', 'DISEASE')]"
39793413,2025,"CASE REPORT: We report the case of a 63-year-old patient who underwent aortic valve replacement with a biological valve for a bicuspid aortic stenosis, and LIMA-IVA single-bypass surgery. Two weeks later, he presented with Enterococcus faecillis bacteremia, attributed to left pyelonephritis and successfully treated with Amoxicillin. Two months after his surgery, he had a new bacteremia due to Enterococcus faecalis and we discovered a pseudo-aneurysm of the mitro-aortic trigone. Our patient is treated medically at first, before benefiting from the ""Hemi-Commando"" procedure. DISCUSSION: The mitro-aortic trigone is a fibrous area, located between the left half of the noncoronary cusp and the left coronary cusp of the aortic valve and the anterior leaflet of the mitral valve [1]. This area, important in the maintenance of mitral and aortic functions, [ii] is poorly vascularized and therefore very susceptible to infections and trauma [2]. Erosion of the aortic ring leads to the formation of a subvalvular abcess, secondarily detergated en then leads to the destruction of the trigone. CONCLUSIONS: Pseudoaneurysm is a rare complication of aortic valve surgery and endocarditis. Given the risk of rupture, early surgery is recommended.","[('bicuspid aortic stenosis', 'DISEASE'), ('bacteremia', 'DISEASE'), ('pyelonephritis', 'DISEASE'), ('Amoxicillin', 'CHEMICAL'), ('bacteremia', 'DISEASE'), ('pseudo-aneurysm', 'DISEASE'), ('trigone', 'CHEMICAL'), ('infections', 'DISEASE'), ('trauma', 'DISEASE'), ('subvalvular abcess', 'DISEASE'), ('Pseudoaneurysm', 'DISEASE'), ('endocarditis', 'DISEASE')]"
39790803,2024,"BACKGROUND: No clinical trials have compared the efficacy and safety of beta-lactam antibiotics and fluoroquinolones in acute uncomplicated bacterial tonsillitis. This study aimed to compare the efficacy and safety of co-amoxiclav (amoxicillin/clavulanic acid), cefpodoxime proxetil, and levofloxacin monotherapy in patients with acute uncomplicated bacterial tonsillitis. METHODS: This was a prospective, open-label, parallel-group study where 90 patients with acute uncomplicated bacterial tonsillitis were equally divided into three groups to receive either tablet co-amoxiclav 625 mg thrice daily, tablet cefpodoxime proxetil 200 mg twice daily, or tablet levofloxacin 500 mg once daily for five days. The efficacy was assessed by subjective clinical improvement and objective bacteriological cure at the end of treatment. Safety was assessed by monitoring adverse events during the study period. RESULTS: Co-amoxiclav, cefpodoxime proxetil, and levofloxacin showed comparable clinical responses on days three and seven; however, on day five, levofloxacin showed a significantly reduced cure rate, but a higher improvement rate, than co-amoxiclav and cefpodoxime proxetil. Bacteriologically, the responses were similar in all three groups at week 1. All drugs were well tolerated with a few self-limiting adverse effects. CONCLUSIONS: Co-amoxiclav, cefpodoxime proxetil, and levofloxacin showed a comparable clinical and bacteriological cure in acute uncomplicated bacterial tonsillitis and showed a good safety profile.","[('beta-lactam', 'CHEMICAL'), ('fluoroquinolones', 'CHEMICAL'), ('bacterial tonsillitis', 'DISEASE'), ('co-amoxiclav', 'CHEMICAL'), ('amoxicillin/clavulanic acid', 'CHEMICAL'), ('cefpodoxime proxetil', 'CHEMICAL'), ('levofloxacin', 'CHEMICAL'), ('bacterial tonsillitis', 'DISEASE'), ('bacterial tonsillitis', 'DISEASE'), ('co-amoxiclav', 'CHEMICAL'), ('cefpodoxime proxetil', 'CHEMICAL'), ('levofloxacin', 'CHEMICAL'), ('Co-amoxiclav', 'CHEMICAL'), ('cefpodoxime proxetil', 'CHEMICAL'), ('levofloxacin', 'CHEMICAL'), ('levofloxacin', 'CHEMICAL'), ('co-amoxiclav', 'CHEMICAL'), ('cefpodoxime proxetil', 'CHEMICAL'), ('Co-amoxiclav', 'CHEMICAL'), ('cefpodoxime proxetil', 'CHEMICAL'), ('levofloxacin', 'CHEMICAL'), ('tonsillitis', 'DISEASE')]"
39790694,2024,"BACKGROUND: Veillonella is an anaerobic gram-negative coccus found as a commensal organism in the oral, respiratory, gastrointestinal, and genitourinary tract of humans. Rarely, it can cause serious infections by the production of lipopolysaccharide, an endotoxin. Although most Veillonella infections occur in immunocompromised individuals, we herein describe cases of Veillonella discitis, a rare presentation of Veillonella, in immunocompetent patients. CASE PRESENTATION: The first presented case was encountered in a patient admitted at our facility. All patient data were obtained from the hospital's electronic medical record system. Thereafter, a literature search and subsequent review was done on PubMed with the MEDLINE database, using the term ""Veillonella discitis,"" to obtain other reported cases of discitis caused by Veillonella.We found a total of 9 cases of Veillonella discitis in immunocompetent patients, apart from our patient. It was most frequently found in those aged 60 to 70 years, with no particular association with patient sex. Chronic backache was the most reported presenting symptom, the lumbar spine being the most commonly affected area, with a high number of cases occurring in the presence of an inciting event. Ceftriaxone, amoxicillin, and clavulanic acid were the most commonly used drugs, with an average duration of therapy of 6 weeks. CONCLUSION: The objective of our study was to highlight the importance of recognizing Veillonella as a potential cause of discitis. We aim to educate medical professionals regarding the presentation of Veillonella discitis, the demographic groups affected, predisposing factors, and the treatment options available.","[('infections', 'DISEASE'), ('lipopolysaccharide', 'CHEMICAL'), ('Veillonella infections', 'DISEASE'), ('Veillonella discitis', 'DISEASE'), ('immunocompetent', 'DISEASE'), ('Veillonella discitis', 'DISEASE'), ('discitis', 'DISEASE'), ('Veillonella discitis', 'DISEASE'), ('immunocompetent', 'DISEASE'), ('Chronic backache', 'DISEASE'), ('Ceftriaxone', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('discitis', 'DISEASE'), ('Veillonella discitis', 'DISEASE')]"
39789583,2025,"Pseudomonas aeruginosa is an opportunistic pathogen belonging to the gamma-proteobacteria family, known to cause pneumonia linked with ventilator use and nosocomial infections. With the increasing prevalence of antibiotic-resistant bacteria, there is a pressing need to identify alternatives to conventional antibiotics. Plant-derived substances (PDSs) offer potential not only as antibacterial agents but also as modulators of antibiotic resistance. In this study, diffusion assay using disc agar, and the minimum inhibitory concentration (MIC) assay of each imipenem, amoxicillin-clavulanic acid, and clove extract was determined. The clove extract was analyzed via the UHPLC/MS, and the checkerboard assay was employed to evaluate the potential synergistic effects of combining clove extract with both antibiotics. The combination of clove extract to each antibiotic led to a significant reduction in their respective MICs. Moreover, each antibiotic exhibited synergistic effects on the fractional inhibitory concentration value (FIC) of clove extract. The analysis identified seventeen components in the clove extract, predominantly flavonoids and phenolic compounds. The antibacterial efficacy of the Syzygium aromaticum Myrtaceae extract against P. aeruginosa indicated its potential as a promising antibacterial agent capable of enhancing the effectiveness of existing medications.","[('aeruginosa', 'DISEASE'), ('pneumonia', 'DISEASE'), ('nosocomial infections', 'DISEASE'), ('PDSs', 'CHEMICAL'), ('amoxicillin-clavulanic acid', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('clove extract', 'CHEMICAL'), ('phenolic', 'CHEMICAL'), ('P. aeruginosa', 'DISEASE')]"
39789152,2025,"Patients with diabetes have a high risk of failure of H. pylori eradication therapy. The present study aims to evaluate the efficacy and safety of vonoprazan-amoxicillin (VA) dual therapy for the treatment of H. pylori infection in patients with type-2 diabetes mellitus (T2DM), and determine the influence of H. pylori eradication on the glycated hemoglobin A1C (A1C) level. The present prospective, single-center, single-arm, clinical trial enrolled 75 T2DM patients diagnosed with H. pylori infection. The patients were treated with the VA dual therapy regimen, which comprised of vonoprazan (20 mg, twice daily) and amoxicillin (750 mg, thrice daily), for 14 days (14-day VA dual therapy). The eradication rate in the intention-to-treat analysis and per-protocol analysis was 84.00% (63/75) and 87.14% (61/70), respectively. The multivariate analysis revealed that the independent risk factors for H. pylori eradication failure were smoking (OR: 4.59, 95% CI: 1.20-17.58, p = 0.026) and elevated A1C level (OR: 1.65, 95% CI: 1.01-2.68, p = 0.044). Patients in the successful eradication group presented with a significant decrease in the A1C level at 3 months, post-treatment, when compared to the pre-eradication level (7.70 +/- 1.05% vs. 7.23 +/- 1.00%, p = 0.006). VA dual therapy is a safe and effective regimen for patients with T2DM.","[('diabetes', 'DISEASE'), ('pylori', 'DISEASE'), ('pylori infection', 'DISEASE'), ('type-2 diabetes mellitus', 'DISEASE'), ('T2DM', 'DISEASE'), ('pylori', 'DISEASE'), ('T2DM', 'DISEASE'), ('H. pylori infection', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('pylori', 'DISEASE'), ('smoking', 'CHEMICAL'), ('T2DM', 'DISEASE')]"
39786490,2025,"BACKGROUND: Shorter courses of antibiotic therapy are increasingly recommended to reduce antibiotic exposure. However, quantifying the real-world impact of duration of therapy is hindered by bias common in observational studies. We aimed to evaluate the harms and benefits of longer versus shorter duration of therapy in older adults. METHODS: This was a population-based cohort study using administrative health data from Ontario, Canada. We included outpatients aged 66-110 years who received a prescription for amoxicillin, cephalexin, and/or ciprofloxacin. Prescriptions were categorized as short (3-7 days) or long (8-14 days) duration. The primary outcome was a composite of antibiotic-related harms, including adverse reactions, Clostridioides difficile infection, and antibiotic resistance. The secondary outcome was a composite of safety measures including repeat antibiotic prescriptions, hospital visits, and mortality. To reduce risk of bias, we used an instrumental variable analysis where the instrument was prescriber proportion of antibiotics that were long duration. RESULTS: Among 117 682 eligible patients, there was no difference in the primary harms outcome for patients receiving longer versus shorter courses of antibiotics (adjusted odds ratio and 95% confidence interval [CI]): amoxicillin, 0.99 (.84-1.15); cephalexin, 1.11 (.90-1.38); ciprofloxacin, 0.94 (.74-1.20). Secondary safety outcomes were similar, with longer compared to shorter courses of antibiotic therapy (odds ratio and 95% CI): amoxicillin, 1.01 (.94-1.08); cephalexin, 1.06 (.97-1.17); ciprofloxacin, 0.99 (.85-1.15). CONCLUSIONS: In this instrumental variable analysis of community-dwelling older adults, longer antibiotic courses were not associated with an increased benefit or harm compared to shorter courses.","[('bias', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('cephalexin', 'CHEMICAL'), ('ciprofloxacin', 'CHEMICAL'), ('Clostridioides difficile infection', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('cephalexin', 'CHEMICAL'), ('ciprofloxacin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('cephalexin', 'CHEMICAL'), ('ciprofloxacin', 'CHEMICAL')]"
39784726,2025,"A 54-year-old male underwent a low anterior resection in 2015 for rectal adenocarcinoma. He presented to the emergency department with a two-week history of fever, perianal pain, an erythematous, warm, and actively draining mass. Physical examination revealed a perianal abscess in the left posterior gluteal region, with a palpable internal fistulous orifice 3 cm from the anal margin. Abdominal and pelvic CT and MRI demonstrated a discontinuity in the distal sigmoid colon pre-anastomotic, communicating with a perirectal abscess and an extrasphincteric fistulous tract towards the left ischioanal fat. Despite initial antibiotic therapy with amoxicillin/clavulanic and poor clinical response, colonoscopy revealed a 10 mm, erythematous, and friable fistulous orifice at the anastomosis. Histopathology did not reveal any adenomatous or dysplastic tissue. Vacuum-assisted closure was attempted but was unsuccessful due to technical difficulties and the small size of the cavity. Given the characteristics of the fistula, we proceeded with continuous manual suturing after argon application, achieving complete closure of the fistulous opening. However, after two weeks, there was a sluggish evolution. A follow-up colonoscopy showed persistence of the fistulous orifice with suture material, although radiologically there was a clear decrease in the abscess. Finally, after one month of hospitalization with a stable fistula but no definitive resolution, a planned surgical intervention was decided.","[('adenocarcinoma', 'DISEASE'), ('fever', 'DISEASE'), ('perianal pain', 'DISEASE'), ('perianal abscess', 'DISEASE'), ('abscess', 'DISEASE'), ('amoxicillin/clavulanic', 'CHEMICAL'), ('friable', 'DISEASE'), ('adenomatous', 'DISEASE'), ('fistula', 'DISEASE'), ('abscess', 'DISEASE'), ('fistula', 'DISEASE')]"
39781149,2024,"The diagnostic process and discrimination of mucosal lesions present a formidable challenge for numerous clinicians, primarily attributable to the common overlap of clinical manifestations observed across various categories, including infectious, autoimmune, connective tissue, and systemic vascular inflammatory diseases. In cases of mucosal lesions, syphilis presents distinctive characteristics that can help clinicians differentiate it from other conditions. The most common manifestation of primary syphilis is mostly a painless, firm, indurated ulcer known as a chancre, which typically appears at the site of inoculation, with enlargement of regional lymph nodes. Sometimes, its painless course may be misleading. The objective of our study is to raise awareness of venereal diseases in cases of atypical oral mucosal lesions that do not respond to local treatment. A 32-year-old man was referred to the department of dermatology due to an enlarging, painful inflammatory lesion with central breakdown, covered with honey-yellow crusts on the lower lip. A positive history of herpes labialis was noted. The patient denied risky sexual behaviors or new partners in the last three months. Submandibular and left cervical lymph nodes were found enlarged in ultrasound examination, and laboratory tests showed elevated inflammatory parameters. Empirical antibiotic therapy with amoxicillin-clavulanate in conjunction with oral acyclovir did not lead to clinical improvement. The inadequate therapeutic response prompted the pursuit of further diagnostic investigations, including serological tests encompassing both treponemal and nontreponemal tests. Co-infections with human immunodeficiency virus (HIV) and hepatotropic viruses were excluded. The serological testing resulted positive, and after receiving the diagnosis, the patient admitted to engaging in high-risk sexual behaviors. The treatment with benzathine penicillin was successful. In the differential diagnosis of ulcers located on mucous membranes or vermilion border, the primary symptom should always be considered. Early serological testing remains the gold standard for diagnosis. Appropriate treatment with benzathine penicillin leads to satisfactory effects.","[('infectious, autoimmune', 'DISEASE'), ('syphilis', 'DISEASE'), ('syphilis', 'DISEASE'), ('indurated ulcer', 'DISEASE'), ('enlargement of regional lymph nodes.', 'DISEASE'), ('venereal diseases', 'DISEASE'), ('painful inflammatory lesion', 'DISEASE'), ('herpes labialis', 'DISEASE'), ('amoxicillin-clavulanate', 'CHEMICAL'), ('acyclovir', 'CHEMICAL'), ('Co-infections', 'DISEASE'), ('human immunodeficiency virus (HIV) and hepatotropic viruses', 'DISEASE'), ('benzathine penicillin', 'CHEMICAL'), ('ulcers', 'DISEASE'), ('benzathine penicillin', 'CHEMICAL')]"
39780928,2024,"We report a case of a woman presenting with an erythematous finger nodule, with a history of exposure to tropical fish. The erythematous nodules subsequently spread proximally from the finger. Initial treatment with oral amoxicillin-clavulanate was unsuccessful, and she developed a drug eruption. Treatment with oral minocycline and thermotherapy was initiated, as we suspected infection with Mycobacterium marinum (M. marinum) from her history and clinical features. A culture from a skin biopsy from the finger grew M. marinum, confirming the diagnosis. There is no established treatment regimen for skin infections caused by M. marinum. In this case, it took time for cultures to confirm the diagnosis of non-tuberculous mycobacterial infection. While it would be ideal to await culture results, we felt it was better for the patient to initiate treatment, and in M. marinum infections, minocycline is considered particularly effective. However, it was envisaged that this would result in a prolonged treatment course, leading to potential resistance. Thermotherapy was added in an attempt to shorten the treatment period. This regime was successful, and the patient has remained free of recurrence since. The early initiation of treatment for cutaneous non-tuberculous mycobacterial infection requires aggressive suspicion. Also, testing, including adequate sampling and culturing, is essential for an accurate diagnosis. Slow-growing mycobacteria may take several months to be definitively diagnosed, as they grow only under certain conditions. Therefore, thorough clinical history-taking and information sharing with the microbiology team are essential. Our case illustrates this, and we believe this has important educational value.","[('amoxicillin-clavulanate', 'CHEMICAL'), ('minocycline', 'CHEMICAL'), ('infection', 'DISEASE'), ('Mycobacterium marinum', 'DISEASE'), ('skin infections', 'DISEASE'), ('non-tuberculous mycobacterial infection', 'DISEASE'), ('marinum infections', 'DISEASE'), ('minocycline', 'CHEMICAL'), ('cutaneous non-tuberculous mycobacterial infection', 'DISEASE')]"
39779288,2025,"Oral antibiotic treatment is well known to be one of the main factors affecting gut microbiota composition by altering bacterial diversity. It decreases the abundance of butyrate-producing bacteria such as Lachnospiraceae and Ruminococcaceae, while increasing abundance of Enterobacteriaceae. The recovery time of commensal bacteria post-antibiotic treatment varies among individuals, and often, complete recovery is not achieved. Recently, gut microbiota disruption has been associated with increased gut oxygen levels and higher redox potential in faecal samples. Given that redox balance is crucial for microbial metabolism and gut health, influencing fermentation processes and maintaining anaerobic conditions, we investigated the impact of oral amoxicillin treatment on the redox potential in the caecum. We used 24 Wistar Han male rats and measured caecal redox potential in situ with a probe, before and after 7 days of amoxicillin treatment, as well as after 7 days of recovery. Additionally, we analysed caecal weight, pH, antioxidant capacity, caecal microbiota, metabolome, and colonic tissue expression of relevant genes involved in the redox potential state. Our findings show that oral amoxicillin treatment significantly reduced archaeal load, and decreased the bacterial alpha diversity and affected bacterial composition of the caecal microbiome. The caecal metabolome was also significantly affected, exemplified by reduced amounts of short chain fatty acids during amoxicillin treatment. While the caecal metabolome fully recovered 7 days post amoxicillin treatment, the microbiome did not fully recover within this time frame. However, amoxicillin did not lead to an increase in luminal redox potential in the cecum during or post amoxicillin treatment. Limited differences were observed for colonic expression of genes involved in intestinal barrier function and generation of reactive oxygen species, except for the catalase gene, which was significantly upregulated post-amoxicillin treatment. Our results suggest that while oral amoxicillin disrupts the gut microbiome and metabolome, it does not directly interfere with gut luminal redox state.","[('oxygen', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('luminal', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('oxygen', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('luminal', 'CHEMICAL')]"
39777248,2025,"BACKGROUND: A dual therapy regimen containing amoxicillin is a common treatment option for the eradication of Helicobacter pylori (H. pylori). While substantial research supports the efficacy and safety of vonoprazan and amoxicillin (VA) dual therapy in the general population, there is still a lack of studies specifically focusing on its safety in elderly patients. AIM: To evaluate efficacy and safety of VA dual therapy as first-line or rescue treatment for H. pylori in elderly patients. METHODS: As a real-world retrospective study, data were collected from elderly patients aged 60 years and above who accepted VA dual therapy (vonoprazan 20 mg twice daily + amoxicillin 1000 mg thrice daily for 14 days) for H. pylori eradication in the Department of Gastroenterology at Peking University First Hospital between June 2020 and January 2024. H. pylori status was evaluated by (13)C-urease breath test 6 weeks after treatment. All adverse events (AEs) during treatment were recorded. RESULTS: In total, 401 cases were screened. Twenty-one cases were excluded due to loss to follow-up, lack of re-examination, or unwillingness to take medication. The total of 380 included cases comprised 250 who received VA dual therapy as first-line treatment and 130 who received VA dual therapy as rescue treatment. H. pylori was successfully eradicated in 239 cases (95.6%) in the first-line treatment group and 116 cases (89.2%) in the rescue treatment group. The overall incidence of AEs was 9.5% for both groups. Specifically, 9.2% of patients experienced an AE in the first-line treatment group and 10.0% in the rescue treatment group. Five patients discontinued treatment due to AE, with a discontinuation rate of 1.3%. No serious AE occurred. CONCLUSION: The VA dual therapy regimen as a first-line treatment and a rescue therapy was effective and safe for elderly patients aged 60 and older.","[('amoxicillin', 'CHEMICAL'), ('Helicobacter pylori', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('pylori', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('pylori', 'DISEASE'), ('pylori', 'DISEASE')]"
39777230,2024,"Helicobacter pylori is a class I carcinogen that infects more than 100 million individuals in the United States. Antimicrobial therapy for H. pylori has typically been prescribed empirically rather than based on susceptibility testing. Until recently, therapeutic recommendations have generally ignored the principles of antibiotic stewardship. A combination of a proton pump inhibitor (PPI), amoxicillin, and clarithromycin (triple therapy) remains popular despite increasing clarithromycin resistance and poor cure rates. Concomitant therapy (a PPI, amoxicillin, clarithromycin, and metronidazole) is recommended and widely used despite all patients receiving at least one unneeded antibiotic. In 2020, the Food and Drug Administration approved vonoprazan, amoxicillin, and clarithromycin triple therapy, which administers unneeded clarithromycin to >90% of patients (i.e., ~6 tons of unneeded clarithromycin/million treatments). In the late 1980s, the infectious disease community functionally transferred responsibility for the management of H. pylori to gastroenterology, which has managed the infection as another common gastrointestinal disease such as constipation. In 2022, both traditional and noninvasive molecular-based susceptibility testing for H. pylori became available in the United States. In order to reduce and prevent antibiotic misuse, the infectious disease community should reclaim responsibility for the management of this important infectious disease.","[('pylori', 'DISEASE'), ('pylori', 'DISEASE'), ('amoxicillin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('metronidazole', 'CHEMICAL'), ('amoxicillin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('clarithromycin', 'CHEMICAL'), ('infectious disease', 'DISEASE'), ('pylori', 'DISEASE'), ('infection', 'DISEASE'), ('gastrointestinal disease', 'DISEASE'), ('constipation', 'DISEASE'), ('pylori', 'DISEASE'), ('infectious disease', 'DISEASE'), ('infectious disease', 'DISEASE')]"
